id_symptoms,symptoms,herbs,usage_method,relevance_score
913,Kulit kering,Teh,"Siapkan 1 kantong teh chamomile dan seduh dalam 1 gelas air panas. Biarkan selama 5 menit, kemudian minum teh tersebut. Teh chamomile memiliki sifat antiinflamasi yang dapat membantu menghidrasi kulit dari dalam dan mengurangi rasa kering pada kulit.","0,7"
914,Sakit kepala,Teh,"Seduh 1 kantong teh peppermint dalam 1 gelas air panas selama 5 menit. Setelah disaring, minumlah teh ini perlahan. Teh peppermint mengandung mentol yang dapat membantu melemaskan otot-otot kepala dan leher, serta meredakan sakit kepala ringan akibat ketegangan.","0,8"
915,Perut kembung,Teh,"Rebus 1 sendok teh biji adas dalam 1 gelas air selama 5-7 menit. Setelah itu, saring dan minum air rebusan teh adas. Teh adas memiliki sifat karminatif yang membantu meredakan perut kembung dengan melancarkan gas dalam saluran pencernaan.","0,9"
916,Kelelahan,Teh,Seduh 1 kantong teh hijau dalam 1 gelas air panas selama 3-5 menit. Teh hijau mengandung kafein dan antioksidan yang dapat membantu memberikan energi tambahan dan meningkatkan kewaspadaan. Minum teh ini di pagi hari atau saat membutuhkan dorongan energi.,"0,9"
917,Sakit kepala,Tembelekan,"Ambil sekitar 10-15 daun tembelekan segar, cuci bersih, dan rebus dalam 2 gelas air hingga tersisa satu gelas. Setelah mendidih, saring dan minum air rebusannya saat masih hangat. Konsumsi dua kali sehari untuk membantu meredakan sakit kepala karena sifat daun tembelekan yang menenangkan otot-otot kepala dan meredakan ketegangan.","0,8"
918,Iritasi kulit,Tembelekan,"Cuci bersih 5-7 daun tembelekan, tumbuk hingga halus, lalu aplikasikan pada area kulit yang teriritasi. Diamkan selama 15-20 menit, lalu bilas dengan air hangat. Daun tembelekan memiliki sifat anti-inflamasi yang dapat membantu mengurangi peradangan ringan dan menenangkan kulit yang iritasi.","0,7"
919,Perut kembung,Tembelekan,"Ambil sekitar 10 daun tembelekan segar, cuci bersih, dan rebus dalam 2 gelas air hingga tersisa satu gelas. Saring dan minum airnya selagi hangat, 2 kali sehari, untuk membantu melancarkan pencernaan dan meredakan perut kembung karena tembelekan memiliki sifat carminative yang dapat mengurangi gas dalam perut.","0,8"
920,Sakit tenggorokan,Tembelekan,"Rebus 5 daun tembelekan dalam 1,5 gelas air hingga mendidih. Setelah itu, saring dan biarkan sedikit dingin. Minum air rebusan ini selagi hangat untuk menenangkan tenggorokan yang gatal atau teriritasi. Tembelekan memiliki sifat menenangkan yang dapat membantu mengurangi peradangan pada tenggorokan.","0,9"
921,Kelelahan,Tembelekan,"Rebus 10-15 daun tembelekan dalam 2 gelas air hingga tersisa satu gelas. Saring air rebusan dan minum selagi hangat. Air rebusan tembelekan ini dapat memberikan efek menenangkan dan mengembalikan energi, sehingga cocok untuk mengatasi kelelahan ringan setelah beraktivitas seharian.","0,7"
922,Nyeri sendi,Tempuyung,"Tumbuk halus daun tempuyung segar, balutkan pada area sendi yang nyeri, lalu balut dengan kain bersih. Diamkan selama 2-3 jam, ulangi dua kali sehari.","0,8"
923,Pembengkakan,Tempuyung,"Ambil 5-6 lembar daun tempuyung segar, cuci bersih, dan rebus dengan 3 gelas air. Biarkan mendidih hingga tersisa sekitar 1 gelas. Saring air rebusan dan minum dua kali sehari. Air tempuyung dapat membantu mengurangi pembengkakan tubuh karena sifat diuretiknya yang membantu melancarkan pembuangan cairan berlebih dari tubuh.","0,8"
924,Perut kembung,Tempuyung,"Ambil sekitar 2 sendok teh daun tempuyung kering, kemudian rebus dalam 2 gelas air hingga tersisa 1 gelas. Saring air rebusan dan minum 2 kali sehari. Tempuyung memiliki efek diuretik yang membantu meredakan perut kembung dengan memperlancar pencernaan dan mengeluarkan gas yang terperangkap di dalam perut.","0,8"
925,Mata lelah,Tempuyung,"Ambil 2-3 lembar daun tempuyung, cuci bersih, kemudian rebus dalam 1,5 gelas air hingga tersisa sekitar satu gelas. Setelah mendidih, saring dan minum air rebusan selagi hangat. Kandungan alami dalam tempuyung membantu mengurangi kelelahan pada mata dengan meningkatkan sirkulasi darah dan mengurangi ketegangan pada otot mata.","0,7"
926,Tenggorokan kering,Tempuyung,"Cuci bersih 2-3 lembar daun tempuyung, kemudian rebus dengan 1 gelas air hingga mendidih dan saring. Minum air rebusan selagi hangat untuk membantu melembapkan tenggorokan yang kering. Daun tempuyung memiliki sifat yang dapat menghidrasi dan menenangkan tenggorokan, menjadikannya lebih nyaman.","0,8"
927,Perut kembung,Temu Hitam,"Cuci bersih 1 ruas temu hitam, lalu iris tipis. Rebus irisan temu hitam dalam 2 gelas air hingga tersisa sekitar satu gelas. Setelah mendidih, saring dan minum air rebusannya selagi hangat. Temu hitam membantu melancarkan pencernaan dan mengurangi rasa kembung pada perut.","0,9"
928,Sakit kepala,Temu Hitam,"Ambil 1 ruas temu hitam yang sudah dicuci bersih, lalu parut hingga halus. Campurkan dengan sedikit air, lalu balurkan pada dahi dan pelipis. Diamkan selama 15-20 menit dan bilas dengan air bersih. Penggunaan temu hitam ini dapat membantu meredakan sakit kepala akibat ketegangan otot.","0,8"
929,Stres,Temu Hitam,"Rebus 1 ruas temu hitam dalam 2 gelas air hingga mendidih. Setelah itu, saring dan minum air rebusannya selagi hangat. Temu hitam memiliki sifat menenangkan yang dapat membantu meredakan stres dan kecemasan.","0,9"
930,Kulit kusam,Temu Hitam,"Haluskan 2 ruas temu hitam yang sudah dicuci bersih, campurkan dengan sedikit air hingga membentuk pasta. Oleskan pasta temu hitam pada wajah selama 20 menit, lalu bilas dengan air bersih. Penggunaan temu hitam ini dapat membantu mencerahkan kulit yang kusam dan mengurangi minyak berlebih.","0,7"
931,Nyeri otot,Temu Hitam,"Parut 1 ruas temu hitam yang sudah dicuci, campurkan dengan sedikit minyak kelapa. Pijatkan campuran tersebut pada bagian otot yang terasa nyeri selama 10-15 menit. Temu hitam memiliki sifat antiinflamasi yang membantu meredakan nyeri otot dan mempercepat pemulihan otot yang lelah.","0,9"
932,Perut kembung,Temu Kunci,"Ambil sekitar 1-2 ruas temu kunci segar, cuci bersih, dan tumbuk hingga halus. Rebus tumbukan temu kunci dalam 1,5 gelas air hingga tersisa sekitar 1 gelas. Saring air rebusan dan minum selagi hangat. Ramuan ini dapat membantu meredakan perut kembung dengan meningkatkan pencernaan dan mengurangi gas dalam perut.","0,8"
933,Sakit kepala,Temu Kunci,"Ambil 2 ruas temu kunci, cuci bersih, lalu rebus dalam 2 gelas air hingga tersisa sekitar 1 gelas. Setelah itu, saring dan minum air rebusan ini selagi hangat. Kandungan minyak atsiri pada temu kunci dapat membantu mengurangi rasa sakit kepala dan memberikan efek menenangkan pada otak.","0,7"
934,Pusing,Temu Kunci,"Ambil 1 ruas temu kunci segar, cuci bersih, dan iris tipis. Rebus irisan temu kunci dalam 1 gelas air hingga mendidih, lalu saring dan minum air rebusan ini 1-2 kali sehari. Temu kunci dapat membantu melancarkan peredaran darah, sehingga efektif untuk meredakan pusing.","0,7"
935,Gangguan pencernaan,Temu Kunci,"Tumbuk 1 ruas temu kunci, lalu rebus dengan 1 gelas air hingga mendidih. Saring dan minum air rebusan ini 2 kali sehari setelah makan. Temu kunci dapat membantu melancarkan sistem pencernaan dan meredakan rasa mual atau perut terasa penuh.","0,9"
936,Kelelahan,Temu Kunci,"Ambil 1 ruas temu kunci, cuci bersih, lalu tumbuk hingga halus. Rebus dengan 2 gelas air hingga mendidih, kemudian saring. Minum air rebusan ini setelah beraktivitas untuk membantu memulihkan stamina dan mengurangi rasa lelah. Temu kunci juga membantu meningkatkan energi dan memperlancar sirkulasi darah.","0,8"
937,Perut kembung,Temu Putih,"Rebus 1 ruas temu putih yang telah dipotong kecil-kecil dengan 2 gelas air hingga tersisa 1 gelas. Setelah mendidih, saring dan minum air rebusan ini 2-3 kali sehari. Temu putih memiliki sifat karminatif yang dapat membantu meredakan gas di perut, sehingga perut terasa lebih lega dan tidak kembung.","0,8"
938,Sakit kepala,Temu Putih,"Parut 1 ruas temu putih dan tambahkan sedikit air untuk membuat pasta. Oleskan pasta temu putih pada dahi dan pijat perlahan. Biarkan selama 15 menit, lalu bilas dengan air dingin. Kandungan minyak atsiri pada temu putih membantu mengurangi ketegangan di kepala dan meredakan sakit kepala.","0,7"
939,Nyeri sendi,Temu Putih,"Rebus 1 ruas temu putih dengan 2 gelas air hingga mendidih dan tersisa setengah gelas. Setelah itu, saring dan minum air rebusan ini 2 kali sehari. Temu putih memiliki sifat antiinflamasi yang dapat membantu meredakan peradangan ringan, seperti radang pada sendi atau otot.","0,8"
940,Kulit gatal,Temu Putih,Tumbuk halus 1 ruas temu putih segar dan tambahkan sedikit air. Oleskan pada bagian kulit yang gatal dan diamkan selama 10-15 menit. Kemudian bilas dengan air bersih. Temu putih mengandung senyawa yang dapat mengurangi rasa gatal dan membantu meredakan iritasi kulit.,"0,7"
941,Kelelahan,Temu Putih,"Rebus 1 ruas temu putih dengan 1 gelas air sampai airnya tersisa setengah gelas. Setelah mendidih, saring dan minum air rebusan ini saat masih hangat. Temu putih memiliki kandungan yang dapat meningkatkan stamina dan mengurangi rasa lelah, memberikan energi untuk tubuh yang lesu.","0,7"
942,Perut kembung,Temu Putri,"Rebus 1-2 ruas temu putri yang sudah dibersihkan dalam 2 gelas air hingga tersisa sekitar 1 gelas. Setelah mendidih, saring dan minum air rebusan tersebut selagi hangat. Temu putri memiliki sifat carminatif yang dapat membantu meredakan perut kembung dengan mengurangi gas berlebih dalam pencernaan.","0,8"
943,Sakit kepala,Temu Putri,"Cuci bersih 1 ruas temu putri, lalu parut halus dan peras untuk mendapatkan airnya. Campurkan air perasan dengan sedikit madu dan minum. Ramuan ini membantu meredakan sakit kepala ringan karena sifat anti-inflamasi pada temu putri yang dapat mengurangi ketegangan di kepala.","0,6"
944,Kelelahan,Temu Putri,"Ambil 1 ruas temu putri segar, kupas, dan rebus dalam 2 gelas air hingga mendidih dan tersisa 1 gelas. Minum air rebusan tersebut ketika suhu hangat. Temu putri memiliki efek tonik yang membantu mengembalikan energi dan mengurangi rasa lelah setelah beraktivitas.","0,7"
945,Gangguan pencernaan,Temu Putri,"Parut 1 ruas temu putri segar, tambahkan air matang secukupnya, lalu peras dan saring airnya. Minum air perasan temu putri 2 kali sehari untuk membantu melancarkan pencernaan dan mengatasi rasa tidak nyaman di perut.","0,8"
946,Sakit gigi,Temu Putri,"Rebus 1 ruas temu putri dalam 1 gelas air hingga mendidih. Setelah itu, biarkan sedikit dingin dan gunakan air rebusan tersebut untuk berkumur. Temu putri memiliki sifat anti-inflamasi yang dapat meredakan rasa sakit pada gigi dan gusi yang teriritasi.","0,6"
947,Sakit perut,Temulawak,"Cuci bersih 1 ruas temulawak, lalu parut halus. Rebus dengan 2 gelas air hingga mendidih dan tersisa sekitar 1 gelas. Saring air rebusan dan minum selagi hangat. Temulawak memiliki sifat antiinflamasi dan membantu meredakan nyeri pada perut serta melancarkan pencernaan.","0,8"
948,Perut kembung,Temulawak,"Ambil 1 ruas temulawak segar, kupas dan iris tipis. Rebus dalam 2 gelas air hingga mendidih dan tersisa sekitar 1,5 gelas. Setelah itu, saring dan minum air rebusan 2-3 kali sehari untuk meredakan perut kembung. Temulawak dapat memperbaiki sistem pencernaan dan mengurangi gas dalam perut.","0,9"
949,Mual,Temulawak,"Rebus 1 ruas temulawak segar bersama dengan 1 gelas air. Setelah mendidih, saring dan minum air rebusan 1-2 kali sehari. Kandungan minyak atsiri dalam temulawak dapat menenangkan perut dan mengurangi rasa mual yang tidak nyaman.","0,8"
950,Sakit kepala,Temulawak,Rebus 1 ruas temulawak bersama dengan 2 gelas air hingga mendidih dan tersisa sekitar 1 gelas. Saring dan minum air rebusan 2 kali sehari untuk meredakan sakit kepala ringan. Temulawak memiliki sifat antiradang yang membantu mengurangi ketegangan dan nyeri kepala.,"0,7"
951,Kelelahan,Temulawak,Parut 1 ruas temulawak segar dan peras untuk mendapatkan airnya. Campurkan dengan madu dan air hangat. Minum ramuan ini 1 kali sehari untuk membantu mengurangi rasa lelah dan memberikan energi. Temulawak memiliki khasiat untuk meningkatkan stamina dan mengatasi kelelahan tubuh.,"0,8"
952,Stres,Teratai,"Ambil 2-3 kelopak bunga teratai segar, lalu rebus dalam 2 gelas air hingga tersisa sekitar 1 gelas. Setelah mendidih, saring air rebusan dan minum selagi hangat. Air rebusan teratai memiliki efek menenangkan dan membantu meredakan stres, kecemasan, dan ketegangan saraf.","0,9"
953,Susah tidur,Teratai,"Ambil 1-2 helai daun teratai segar, cuci bersih, dan rebus dalam 1 gelas air selama 10-15 menit. Setelah mendidih, saring dan minum air rebusannya sebelum tidur. Kandungan alkaloid dalam teratai memiliki efek menenangkan, membantu tidur lebih nyenyak, dan mengurangi kecemasan yang mengganggu tidur.","0,9"
954,Sakit kepala,Teratai,"Ambil 3-4 kelopak bunga teratai, lalu rendam dalam air dingin selama beberapa menit. Gunakan air rendaman tersebut untuk mencuci wajah atau kompres kepala. Efek dingin dan sifat menenangkan dari teratai membantu meredakan sakit kepala ringan akibat kelelahan atau ketegangan.","0,8"
955,Gangguan pencernaan,Teratai,"Ambil 1-2 helai daun teratai segar, cuci bersih, lalu rebus dalam 2 gelas air hingga tersisa 1 gelas. Saring dan minum air rebusan 1-2 kali sehari untuk membantu melancarkan pencernaan dan meredakan perut kembung. Daun teratai memiliki sifat antispasmodik yang dapat menenangkan sistem pencernaan.","0,7"
956,Iritasi kulit,Teratai,"Tumbuk halus beberapa kelopak bunga teratai segar, lalu campurkan dengan 1 sendok teh madu untuk membuat pasta. Oleskan pada kulit yang iritasi dan biarkan selama 15-20 menit, lalu bilas dengan air hangat. Kombinasi ini dapat membantu meredakan peradangan pada kulit, menenangkan iritasi, dan memberikan kelembapan alami.","0,8"
957,Sakit kepala,Teratai Kerdil,"Ambil 1-2 bunga teratai kerdil segar, cuci bersih, lalu rebus dalam 2 gelas air hingga tersisa sekitar 1 gelas. Setelah mendidih, saring air rebusan dan minum hangat. Minum 2-3 kali sehari untuk membantu meredakan sakit kepala ringan karena kandungan senyawa antiinflamasi pada teratai yang dapat menenangkan otot-otot kepala.","0,8"
958,Susah tidur,Teratai Kerdil,"Ambil 3-4 helai daun teratai kerdil segar, cuci bersih, dan rebus dalam 1 gelas air selama 10-15 menit. Setelah itu, saring dan minum air rebusan sekitar 30 menit sebelum tidur. Kandungan alkaloid dalam teratai kerdil membantu menenangkan saraf dan meredakan kecemasan, sehingga bisa membantu tidur lebih nyenyak.","0,9"
959,Stres,Teratai Kerdil,"Ambil 1 bunga teratai kerdil segar, cuci dan remas hingga keluar sari, lalu masukkan ke dalam segelas air panas. Diamkan selama 10 menit, kemudian minum selagi hangat. Minum dua kali sehari untuk membantu meredakan stres dan kecemasan karena efek relaksasi alami yang terkandung dalam teratai kerdil.","0,9"
960,Perut kembung,Teratai Kerdil,"Rebus 2-3 helai daun teratai kerdil bersama 1 ruas jahe dalam 2 gelas air. Rebus hingga tersisa 1 gelas, lalu saring dan minum air rebusannya selagi hangat. Minum 2 kali sehari untuk membantu melancarkan pencernaan dan meredakan perut kembung. Teratai kerdil memiliki sifat diuretik yang dapat membantu mengurangi gas dalam perut.","0,7"
961,Kulit gatal,Teratai Kerdil,"Haluskan 2-3 helai daun teratai kerdil segar dan campurkan dengan sedikit air hingga berbentuk pasta. Oleskan pasta pada kulit yang gatal dan biarkan selama 20 menit, kemudian bilas dengan air dingin. Daun teratai kerdil memiliki sifat antiinflamasi yang dapat menenangkan iritasi pada kulit dan mengurangi rasa gatal.","0,8"
962,Kulit berminyak,Tomat,"Haluskan 1 buah tomat segar dan oleskan pada wajah sebagai masker. Diamkan selama 15-20 menit, kemudian bilas dengan air dingin. Masker tomat ini membantu menyerap kelebihan minyak pada kulit dan memberikan efek menyegarkan.","0,8"
963,Kulit kusam,Tomat,"Parut 1 buah tomat dan campurkan dengan 1 sendok makan madu. Oleskan campuran ini pada wajah sebagai masker selama 20 menit, kemudian bilas dengan air hangat. Masker tomat dapat membantu mencerahkan kulit kusam dan memberi kelembapan alami.","0,8"
964,Sakit kepala,Tomat,Jus 2 buah tomat matang dan tambahkan sedikit garam. Minum jus ini sekali sehari untuk membantu meredakan sakit kepala ringan. Kandungan potasium dalam tomat membantu meredakan ketegangan otot yang bisa menyebabkan sakit kepala.,"0,7"
965,Perut kembung,Tomat,Blender 1 buah tomat segar dengan 1 sendok teh madu dan 1 gelas air. Minum campuran ini 2 kali sehari untuk membantu meredakan perut kembung. Tomat memiliki sifat antiinflamasi yang membantu melancarkan pencernaan dan mengurangi perut kembung.,"0,7"
966,Dehidrasi,Tomat,Potong 1 buah tomat besar dan campurkan dengan sedikit garam dan perasan air jeruk nipis. Makan tomat segar ini untuk menghidrasi tubuh dengan baik. Tomat kaya akan air dan elektrolit alami yang membantu menggantikan cairan tubuh yang hilang.,"0,9"
967,Sakit kepala,Tunjung,"Ambil 2-3 helai daun tunjung segar dan rebus dalam 2 gelas air hingga tersisa satu gelas. Saring air rebusan dan minum selagi hangat. Rebusan daun tunjung ini dapat membantu meredakan sakit kepala ringan, karena daun tunjung memiliki sifat antiinflamasi yang dapat mengurangi peradangan di kepala.","0,8"
968,Pusing,Tunjung,Cuci bersih 3 helai daun tunjung segar dan tumbuk hingga halus. Tempelkan pada dahi atau leher bagian belakang selama 15-20 menit. Sifat daun tunjung yang menyegarkan dapat membantu meredakan pusing dan memberikan efek menenangkan pada kepala.,"0,7"
